user,adid,expid,if_click
962070,0d82161270febc99f7defb653e339113,0,0
944435,0d82161270febc99f7defb653e339113,0,0
192886,ea875acb76e0a806a7837174528f62d9,0,0
168066,5b2ae85128137e449eb015f6de78add5,1,0
649837,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
469039,bcf3ad5ca68792826b1792aaf3a2d630,1,0
346874,ea875acb76e0a806a7837174528f62d9,1,0
777369,bcf3ad5ca68792826b1792aaf3a2d630,1,0
424124,5b2ae85128137e449eb015f6de78add5,1,0
793287,97fc187415fe1785d5ee02bfd348968e,1,1
628143,0d82161270febc99f7defb653e339113,0,0
11893,26ff0b4edf5c7f38fb44b7fac8af0209,0,0
112501,ea875acb76e0a806a7837174528f62d9,0,0
123192,ea875acb76e0a806a7837174528f62d9,0,0
915507,1f1fe825014d9e9a0881233d9950bd43,0,0
57661,ea875acb76e0a806a7837174528f62d9,0,0
396249,5b2ae85128137e449eb015f6de78add5,0,0
388053,e2a99e04da97a6103127931f3ce7aa01,0,0
131421,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
936675,0d82161270febc99f7defb653e339113,0,0
432949,ea875acb76e0a806a7837174528f62d9,0,0
501195,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
992669,0d82161270febc99f7defb653e339113,1,0
571324,5b2ae85128137e449eb015f6de78add5,0,0
865518,5b2ae85128137e449eb015f6de78add5,1,0
821967,26ff0b4edf5c7f38fb44b7fac8af0209,1,1
908274,5b2ae85128137e449eb015f6de78add5,0,0
991461,0d82161270febc99f7defb653e339113,1,0
655134,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
147579,1f1fe825014d9e9a0881233d9950bd43,1,0
263363,ea875acb76e0a806a7837174528f62d9,1,0
812548,5b2ae85128137e449eb015f6de78add5,1,0
972908,26ff0b4edf5c7f38fb44b7fac8af0209,0,0
286016,0b0fa14b56d3741178196daaa92e6a1e,0,0
582238,5b2ae85128137e449eb015f6de78add5,0,0
425399,97fc187415fe1785d5ee02bfd348968e,1,0
646141,1f1fe825014d9e9a0881233d9950bd43,0,0
425409,0b0fa14b56d3741178196daaa92e6a1e,1,0
314474,bcf3ad5ca68792826b1792aaf3a2d630,0,0
332194,0d82161270febc99f7defb653e339113,1,0
318577,bcf3ad5ca68792826b1792aaf3a2d630,1,0
244639,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
366714,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
885911,5b2ae85128137e449eb015f6de78add5,1,0
901926,1f1fe825014d9e9a0881233d9950bd43,0,0
601569,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
786139,0d82161270febc99f7defb653e339113,0,0
265758,0d82161270febc99f7defb653e339113,0,0
800956,1f1fe825014d9e9a0881233d9950bd43,1,0
500630,0d82161270febc99f7defb653e339113,1,0
50866,1f1fe825014d9e9a0881233d9950bd43,1,0
953328,0d82161270febc99f7defb653e339113,0,0
130354,97fc187415fe1785d5ee02bfd348968e,1,0
455255,ea875acb76e0a806a7837174528f62d9,1,0
571756,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
431681,5b2ae85128137e449eb015f6de78add5,0,0
452514,ea875acb76e0a806a7837174528f62d9,0,0
241246,ea875acb76e0a806a7837174528f62d9,1,0
699492,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
270606,97fc187415fe1785d5ee02bfd348968e,1,0
433819,3b97e8d3682a72159f4a6bccee86ac1c,0,1
918559,3b97e8d3682a72159f4a6bccee86ac1c,1,0
944882,0d82161270febc99f7defb653e339113,1,0
715,0b0fa14b56d3741178196daaa92e6a1e,1,0
142951,1f1fe825014d9e9a0881233d9950bd43,0,0
420185,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
790178,5b2ae85128137e449eb015f6de78add5,0,0
951741,0d82161270febc99f7defb653e339113,1,0
246519,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
89856,5b2ae85128137e449eb015f6de78add5,0,0
930714,0d82161270febc99f7defb653e339113,1,0
818948,1f1fe825014d9e9a0881233d9950bd43,1,0
736912,97fc187415fe1785d5ee02bfd348968e,0,0
365163,97fc187415fe1785d5ee02bfd348968e,1,0
892461,4b1e5c31834e0fd5a30640d96ad20a6f,0,0
515417,bcf3ad5ca68792826b1792aaf3a2d630,0,0
344422,5b2ae85128137e449eb015f6de78add5,1,0
931438,4b1e5c31834e0fd5a30640d96ad20a6f,0,1
580159,aba26e1c9dbe64e83550df881e84bddb,0,0
461360,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
566678,5b2ae85128137e449eb015f6de78add5,1,0
859640,bcf3ad5ca68792826b1792aaf3a2d630,0,0
671977,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
73866,ea875acb76e0a806a7837174528f62d9,1,1
287199,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
187259,bcf3ad5ca68792826b1792aaf3a2d630,0,1
205044,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
510258,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
380055,976aabce935794606f1ba9abd0f04ace,0,0
971891,0d82161270febc99f7defb653e339113,0,0
974157,26ff0b4edf5c7f38fb44b7fac8af0209,1,0
680017,bcf3ad5ca68792826b1792aaf3a2d630,0,0
58153,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
104782,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
82075,0b0fa14b56d3741178196daaa92e6a1e,0,0
356680,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,1
354532,5b2ae85128137e449eb015f6de78add5,0,0
290455,0d82161270febc99f7defb653e339113,0,0
470176,5b2ae85128137e449eb015f6de78add5,1,0
961158,0d82161270febc99f7defb653e339113,0,0
77213,0b0fa14b56d3741178196daaa92e6a1e,1,0
611686,5b2ae85128137e449eb015f6de78add5,0,0
653690,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
823704,5b2ae85128137e449eb015f6de78add5,0,0
263306,5b2ae85128137e449eb015f6de78add5,0,0
528519,aba26e1c9dbe64e83550df881e84bddb,1,0
709402,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
274860,e2a99e04da97a6103127931f3ce7aa01,1,0
749095,5b2ae85128137e449eb015f6de78add5,0,1
592988,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
497991,5b2ae85128137e449eb015f6de78add5,0,0
764039,0d82161270febc99f7defb653e339113,0,0
356765,ea875acb76e0a806a7837174528f62d9,1,0
294900,bcf3ad5ca68792826b1792aaf3a2d630,0,0
853684,0d82161270febc99f7defb653e339113,1,0
681761,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
69446,ea875acb76e0a806a7837174528f62d9,0,0
926862,1f1fe825014d9e9a0881233d9950bd43,1,0
976749,0d82161270febc99f7defb653e339113,1,0
65494,ea875acb76e0a806a7837174528f62d9,1,0
22062,ea875acb76e0a806a7837174528f62d9,1,0
147473,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
371463,0b0fa14b56d3741178196daaa92e6a1e,1,0
422232,0b0fa14b56d3741178196daaa92e6a1e,0,0
669749,3b97e8d3682a72159f4a6bccee86ac1c,0,0
128154,ea875acb76e0a806a7837174528f62d9,0,0
509512,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
71383,e2a99e04da97a6103127931f3ce7aa01,0,0
544951,0d82161270febc99f7defb653e339113,0,0
287339,1f1fe825014d9e9a0881233d9950bd43,0,0
557096,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
110271,ea875acb76e0a806a7837174528f62d9,1,0
411070,0b0fa14b56d3741178196daaa92e6a1e,0,0
100182,ea875acb76e0a806a7837174528f62d9,1,1
209153,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
549036,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
780158,0d82161270febc99f7defb653e339113,0,0
348758,bcf3ad5ca68792826b1792aaf3a2d630,0,0
200727,0d82161270febc99f7defb653e339113,0,0
420228,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
26770,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
437467,ea875acb76e0a806a7837174528f62d9,0,0
378158,5b2ae85128137e449eb015f6de78add5,1,1
24863,ea875acb76e0a806a7837174528f62d9,1,0
928339,5b2ae85128137e449eb015f6de78add5,1,0
871838,4b1e5c31834e0fd5a30640d96ad20a6f,0,0
287004,ea875acb76e0a806a7837174528f62d9,1,0
343755,0b0fa14b56d3741178196daaa92e6a1e,1,0
236332,ea875acb76e0a806a7837174528f62d9,0,0
697325,bcf3ad5ca68792826b1792aaf3a2d630,0,1
126630,ea875acb76e0a806a7837174528f62d9,1,0
951744,3b97e8d3682a72159f4a6bccee86ac1c,0,0
180428,e2a99e04da97a6103127931f3ce7aa01,0,0
731298,bcf3ad5ca68792826b1792aaf3a2d630,0,0
52268,0b0fa14b56d3741178196daaa92e6a1e,0,0
528463,976aabce935794606f1ba9abd0f04ace,0,0
289503,ea875acb76e0a806a7837174528f62d9,1,1
530831,1f1fe825014d9e9a0881233d9950bd43,0,0
822283,5b2ae85128137e449eb015f6de78add5,0,0
701020,97fc187415fe1785d5ee02bfd348968e,0,0
611576,1f1fe825014d9e9a0881233d9950bd43,1,0
573250,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
415139,bcf3ad5ca68792826b1792aaf3a2d630,0,0
813465,976aabce935794606f1ba9abd0f04ace,0,0
808603,976aabce935794606f1ba9abd0f04ace,0,0
615591,97fc187415fe1785d5ee02bfd348968e,1,0
816455,97fc187415fe1785d5ee02bfd348968e,0,0
261520,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
828057,5b2ae85128137e449eb015f6de78add5,0,0
891107,bcf3ad5ca68792826b1792aaf3a2d630,0,0
757791,97fc187415fe1785d5ee02bfd348968e,1,0
293521,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
921296,5b2ae85128137e449eb015f6de78add5,0,0
703451,5b2ae85128137e449eb015f6de78add5,1,0
175062,ea875acb76e0a806a7837174528f62d9,0,0
417646,ea875acb76e0a806a7837174528f62d9,0,0
128332,ea875acb76e0a806a7837174528f62d9,0,0
521815,0d82161270febc99f7defb653e339113,0,0
818738,1f1fe825014d9e9a0881233d9950bd43,0,1
15531,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
779956,97fc187415fe1785d5ee02bfd348968e,1,0
28887,976aabce935794606f1ba9abd0f04ace,0,0
456738,1f1fe825014d9e9a0881233d9950bd43,1,0
389643,5b2ae85128137e449eb015f6de78add5,1,0
307064,1e4fb0d22340fdf9ee02b6ae4a7d9a83,0,0
568616,1f1fe825014d9e9a0881233d9950bd43,1,0
575310,5b2ae85128137e449eb015f6de78add5,0,0
772185,1f1fe825014d9e9a0881233d9950bd43,1,0
592331,1e4fb0d22340fdf9ee02b6ae4a7d9a83,1,0
605015,97fc187415fe1785d5ee02bfd348968e,0,1
248690,ea875acb76e0a806a7837174528f62d9,1,0
