user,click,like,age,gender,friend_cnt,sns_like_cnt,sns_comment_cnt,pre_click,treat
2414,0,0,26,2,604,54,763,0,1
2416,0,0,25,2,323,54,42,0,1
2417,0,0,30,1,271,94,152,0,0
2419,0,0,25,2,297,96,254,0,0
2420,0,0,32,2,377,62,316,0,0
2421,0,0,24,1,751,115,166,0,0
2422,0,0,19,1,237,65,21,0,1
2423,0,0,36,2,197,92,86,0,0
2424,0,0,36,2,3455,135,212,0,1
2425,0,0,34,1,767,38,78,0,0
2426,0,0,30,1,863,71,67,0,0
2427,0,0,24,1,205,84,232,0,1
2428,0,0,28,1,241,39,12,0,1
2433,0,0,27,2,200,54,199,0,0
2434,0,0,24,2,504,146,139,0,0
2435,0,0,33,2,787,37,86,0,0
2438,0,0,22,1,993,45,58,0,1
2439,0,0,28,1,115,32,40,0,0
2440,0,0,31,2,191,55,308,0,0
2441,0,0,29,1,208,72,264,0,1
2442,0,0,30,1,320,139,275,0,1
2444,0,0,40,2,328,72,171,0,1
2446,0,1,22,1,250,206,158,0,0
2447,0,0,24,1,164,23,8,0,0
2448,0,0,36,1,596,48,47,0,0
2449,0,0,30,1,1781,377,334,0,1
2450,0,0,31,2,566,58,76,0,0
2451,0,0,25,2,326,198,210,0,0
2453,0,0,30,2,311,92,157,0,1
2457,0,0,23,1,436,33,33,0,1
2458,0,0,28,2,139,17,43,0,0
2460,0,0,34,2,287,65,775,0,0
2463,0,0,23,1,164,57,74,0,0
2465,0,0,32,2,600,85,237,0,1
2466,0,0,24,2,222,102,89,0,1
2467,0,0,28,2,353,102,444,0,1
2468,0,0,23,1,341,17,49,0,1
2469,0,0,28,2,241,127,484,0,0
2470,0,0,29,2,811,24,202,0,0
2473,0,0,22,1,103,36,75,0,1
2474,0,0,44,2,241,10,20,0,0
2475,0,0,27,1,461,108,266,0,1
2477,0,0,25,1,588,71,91,0,0
2478,0,0,32,2,202,74,107,0,0
2480,0,0,34,1,220,23,15,0,0
2481,0,0,26,1,156,26,205,0,1
2483,0,1,21,2,444,341,679,0,1
2484,0,0,25,2,285,51,186,0,1
2485,0,0,30,2,443,135,112,0,1
2488,0,0,25,2,244,84,426,0,0
2489,0,0,20,2,632,42,88,0,0
2492,0,0,25,1,606,92,184,0,1
2494,0,0,35,1,227,63,184,0,1
2495,0,0,30,1,379,33,50,0,0
2498,0,0,35,1,979,280,679,0,0
2499,0,0,27,2,182,148,248,0,0
2502,1,0,28,1,328,116,245,1,0
2504,0,0,37,2,138,77,93,1,1
2505,0,0,32,2,442,128,44,0,1
2508,0,0,32,1,440,77,302,0,1
2509,0,0,33,1,438,14,36,0,1
2512,0,0,25,2,197,135,90,0,1
2513,0,0,19,2,254,293,504,0,0
2515,0,0,26,2,248,64,56,1,0
2516,0,0,29,1,221,20,85,0,1
2520,0,0,28,1,463,146,128,0,1
2521,0,0,25,2,1506,69,152,0,1
2522,0,0,28,2,266,135,28,0,1
2523,0,0,28,1,158,93,32,0,1
2524,0,0,28,1,809,37,67,0,1
2526,1,0,32,1,494,809,1279,1,0
2529,0,0,25,2,242,80,177,0,0
2530,0,0,24,2,245,120,119,0,1
2531,0,0,20,2,207,83,164,0,0
2532,0,0,41,1,303,35,29,0,1
2533,0,0,25,2,263,101,267,0,1
2534,0,0,32,1,237,61,54,0,1
2535,0,0,27,2,891,96,103,0,1
2536,0,0,31,2,701,229,194,0,1
2537,0,0,24,2,256,60,301,0,0
2538,0,0,33,1,556,65,117,1,1
2539,0,0,33,2,448,52,46,0,1
2541,0,0,34,2,211,143,160,0,1
2544,0,0,23,1,217,67,127,0,0
2545,0,0,18,1,228,83,410,0,0
2546,0,0,19,2,214,97,115,0,0
2547,0,0,24,1,597,272,892,0,0
2550,0,0,20,2,142,50,72,0,0
2552,0,0,26,2,520,107,49,0,0
2553,0,0,26,2,399,93,735,0,0
2554,0,0,36,1,639,64,118,0,0
2555,0,0,42,1,1257,110,69,0,1
2556,0,0,24,1,53,36,15,0,0
2558,0,0,31,2,769,1402,476,0,1
2559,0,0,26,1,157,35,128,0,1
2560,0,0,32,2,904,331,386,0,0
2561,0,0,32,2,119,39,93,0,0
2564,0,0,20,2,257,83,266,0,0
2565,0,0,30,2,216,152,459,0,0
2566,0,0,35,1,417,4,21,0,0
2567,0,0,24,2,296,130,844,0,1
2568,0,0,35,2,492,25,288,0,1
2569,0,0,33,1,330,42,141,0,0
2570,0,0,25,1,674,72,91,0,1
2571,0,0,27,2,326,148,135,0,0
2572,0,0,22,1,325,73,230,0,1
2574,0,0,25,2,191,14,77,0,1
2576,1,0,31,1,283,97,967,1,0
2577,0,0,25,2,176,34,75,0,0
2578,0,0,37,2,198,19,86,0,1
2580,0,0,23,2,328,31,73,0,0
2581,0,0,31,2,306,244,645,0,0
2582,0,0,29,1,656,136,189,0,0
2583,0,0,33,2,139,148,250,0,1
2585,0,0,30,1,639,17,68,0,1
2586,0,0,35,1,469,190,430,0,1
2587,0,0,26,1,200,19,44,0,1
2588,0,0,43,1,163,755,239,0,1
2589,0,0,35,1,359,42,160,0,1
2590,0,0,22,2,377,157,496,0,1
2591,0,0,22,2,183,49,39,0,1
2592,0,0,34,2,114,46,185,0,1
2593,0,0,35,1,584,313,108,0,0
2595,0,0,36,2,221,277,205,0,0
2596,0,0,36,2,856,196,752,0,1
2598,0,0,29,2,391,193,792,0,0
2599,0,0,24,2,212,32,607,0,0
2600,0,0,46,2,287,56,94,0,1
2601,0,0,28,1,1133,197,376,0,1
2605,0,0,25,2,186,69,122,0,0
2607,0,0,31,1,63,45,29,0,1
2608,0,0,37,2,241,140,251,0,0
2609,0,0,27,2,199,53,56,0,1
2610,0,0,30,1,273,63,175,0,0
2611,0,0,23,2,474,56,44,0,1
2612,0,0,35,2,272,103,128,0,0
2615,0,0,29,2,166,190,113,0,1
2616,0,0,24,2,425,232,320,0,1
2618,0,0,21,2,215,15,47,0,0
2619,0,0,18,2,143,58,89,0,1
2620,0,0,28,2,258,88,265,0,0
2622,0,0,33,2,281,75,169,0,1
2623,0,0,24,2,120,43,60,0,1
2624,0,0,26,1,737,334,113,0,0
2626,0,0,31,1,419,214,429,0,1
2627,0,0,39,2,121,25,67,0,1
2628,0,0,24,1,492,24,36,0,0
2629,0,0,40,2,187,159,241,0,1
2630,0,0,22,2,135,119,105,0,0
2631,0,0,40,2,578,21,45,0,0
2634,0,0,33,1,213,45,56,0,0
2635,0,0,32,2,493,70,145,0,1
2638,0,0,37,1,366,53,70,0,0
2640,0,0,23,1,231,208,200,0,0
2642,0,0,35,1,254,26,83,0,0
2643,1,0,32,1,238,28,103,1,0
2644,0,0,27,2,318,61,206,0,0
2645,0,0,19,2,289,88,221,0,0
2646,0,0,35,1,1239,119,199,0,0
2648,0,0,23,2,157,63,151,0,0
2650,0,0,30,2,396,75,67,0,0
2653,0,0,38,1,319,46,184,0,1
2655,0,0,21,1,129,81,312,0,1
2656,0,0,27,1,346,121,38,0,1
2657,0,0,33,1,2684,244,398,1,1
2658,0,0,34,2,117,34,72,0,0
2659,0,0,27,2,270,76,106,0,0
2661,0,0,25,2,241,70,105,0,1
2663,0,0,22,1,205,61,559,0,0
2665,0,0,27,2,245,99,243,0,0
2666,1,0,28,1,564,182,185,1,0
2668,0,0,29,1,139,50,109,0,0
2669,0,0,31,2,110,50,32,0,1
2671,1,0,25,2,153,64,114,1,1
2672,0,0,28,2,105,41,37,0,0
2673,0,0,27,2,626,163,263,0,1
2675,0,0,27,2,261,84,77,0,0
2677,0,0,27,2,266,85,228,0,0
2678,0,0,28,2,346,105,131,0,1
2680,0,0,24,2,1284,255,299,0,0
2681,0,0,30,2,436,139,349,0,0
2682,0,0,24,2,116,44,85,0,1
2683,0,0,30,1,292,57,25,0,0
2684,0,0,34,2,607,52,118,0,1
2685,0,0,25,1,1453,51,526,0,1
2686,0,0,25,2,1541,87,270,0,0
2687,0,0,30,1,440,53,215,0,0
2688,0,0,34,2,163,81,93,0,1
2689,0,0,25,2,932,33,94,0,1
2691,0,0,19,2,797,770,419,0,1
2694,0,0,25,2,1819,1136,577,0,1
2695,0,0,28,2,517,89,97,0,1
2696,0,0,25,2,361,154,262,0,1
2697,0,0,20,2,538,37,100,0,0
2698,0,0,27,2,129,122,117,0,0
2699,0,0,22,2,290,10,278,0,1
2700,0,0,30,2,533,33,163,0,0
2701,0,0,24,2,195,12,23,0,0
2702,0,0,21,2,456,80,127,0,1
2703,0,0,21,1,331,36,160,0,1
2706,0,0,20,1,96,29,40,0,0
2710,0,0,20,1,137,25,60,0,1
2711,0,0,34,2,185,106,223,1,0
2712,0,0,33,2,437,75,344,0,1
2713,0,1,37,2,5036,430,174,1,1
2717,0,0,19,2,121,127,131,0,1
2718,0,0,26,1,587,67,99,0,1
2720,0,0,37,1,399,59,84,0,0
2721,0,0,26,2,448,69,95,0,1
2722,0,0,28,1,210,41,106,1,0
2723,0,0,17,1,281,68,235,0,1
2724,0,0,20,2,329,121,167,0,0
2727,0,0,30,2,239,49,83,0,1
2728,0,0,27,1,324,72,442,0,0
2731,0,0,29,1,544,22,83,0,1
2736,0,0,24,2,328,73,99,0,0
2737,0,0,37,2,347,106,115,0,0
2738,0,0,27,2,503,42,194,0,0
2740,0,0,30,2,553,162,305,0,0
2741,0,0,30,2,590,91,135,0,1
2742,0,0,29,2,159,46,382,0,0
2744,0,0,27,2,621,242,104,0,1
2745,0,0,23,2,273,78,74,0,0
2748,0,0,23,2,438,21,76,0,1
2749,0,0,29,2,1004,61,158,0,0
2754,0,0,22,2,371,68,243,0,0
2756,0,0,39,2,415,167,217,0,1
2759,0,0,30,2,491,62,114,0,0
2760,0,0,28,1,216,71,36,0,0
2761,0,0,27,1,1294,262,373,0,0
2764,0,0,32,1,264,64,117,0,1
2766,0,0,30,2,354,90,325,0,1
2767,0,0,20,2,145,13,92,0,0
2769,0,0,35,2,301,64,172,0,0
2770,0,0,31,1,601,38,65,0,0
2773,0,0,28,2,1715,85,85,0,1
2775,0,0,21,2,236,58,175,0,1
2777,0,0,30,1,526,92,182,0,0
2778,0,0,23,1,131,52,108,0,1
2779,0,0,27,1,134,43,28,0,0
2780,0,0,23,2,561,451,343,1,0
2782,0,0,24,1,275,67,227,0,0
2783,0,0,35,1,243,43,99,0,1
2785,0,0,27,2,322,137,805,0,0
2786,0,0,31,2,97,43,564,0,0
2788,0,0,29,2,264,53,68,0,0
2789,0,0,43,1,592,26,54,0,0
2790,0,0,33,1,319,19,75,0,1
2791,0,0,34,1,174,34,31,0,1
2794,0,0,30,1,127,13,73,0,0
2796,0,0,21,2,270,89,86,0,1
2797,0,0,39,2,2151,81,97,0,0
2798,0,0,26,2,520,195,379,0,0
2799,0,0,31,2,315,31,178,0,1
2800,0,0,30,2,587,46,198,0,0
2801,0,0,20,2,314,48,37,0,1
2802,0,1,24,1,431,61,25,0,1
2804,0,0,32,1,973,234,642,0,1
2805,0,0,25,2,393,54,108,0,0
2806,0,0,17,2,1238,262,50,0,1
2811,0,0,38,2,362,46,101,0,1
2812,0,0,27,2,1754,41,130,0,0
2814,0,0,21,2,323,41,8,0,1
2815,0,0,20,2,137,19,45,0,1
2816,0,0,25,1,170,43,36,1,1
2817,0,0,18,2,467,313,513,0,1
2820,0,0,30,2,346,83,189,0,0
2821,0,1,29,1,205,86,187,0,0
2823,0,0,26,1,251,47,138,0,0
2824,0,0,26,1,263,91,144,0,1
2828,0,0,43,1,205,53,44,0,1
2829,0,0,29,2,778,333,249,0,0
2830,0,0,23,1,896,54,51,0,0
2831,0,0,27,2,244,33,170,0,1
2832,0,0,26,2,414,58,223,0,1
2835,0,0,34,2,1623,272,133,0,1
2842,0,0,29,2,102,48,82,1,0
2845,0,0,21,2,737,49,95,0,0
2849,1,0,22,1,101,41,69,1,1
2850,0,0,22,2,213,31,40,0,0
2852,0,0,24,2,560,39,122,0,0
2853,0,0,28,2,451,110,81,0,1
2855,0,0,34,1,144,55,34,0,0
2856,0,0,22,2,147,43,165,0,0
2857,0,0,25,2,288,87,185,0,0
2858,0,0,35,1,375,129,142,0,1
2860,0,0,25,2,280,39,205,0,0
2861,0,0,29,2,659,20,125,0,0
2862,0,0,37,1,336,34,164,0,1
2863,0,1,26,2,447,539,1087,0,1
2864,0,0,18,2,173,80,77,0,0
2866,0,0,30,2,1177,376,448,0,0
2867,0,0,34,1,316,82,365,0,1
2868,0,0,34,1,142,50,69,0,1
2869,0,0,24,2,276,86,149,0,1
2870,0,0,32,1,158,7,21,0,0
2874,0,0,31,1,359,42,39,0,1
2875,0,0,23,2,359,50,111,0,1
2876,0,0,40,1,1330,47,54,0,1
2877,0,0,31,1,272,53,114,0,0
2878,0,0,29,2,226,113,107,0,0
2879,0,0,28,2,135,64,15,0,0
2881,0,0,27,1,392,68,54,0,1
2883,0,0,31,2,398,245,203,0,1
2884,0,0,33,1,294,34,42,0,0
2885,0,0,28,1,249,41,15,0,1
2887,0,0,20,2,225,85,164,0,1
2888,0,0,30,2,865,32,86,0,0
2889,0,0,26,2,456,45,130,0,0
2891,0,0,35,1,355,26,256,0,1
2892,1,0,34,2,318,53,92,1,0
2894,0,0,31,2,193,101,78,0,0
2898,0,0,24,2,282,65,66,0,1
2899,0,0,30,1,268,27,79,1,0
2902,0,0,31,1,179,67,73,0,1
2904,0,0,21,1,304,193,346,0,0
2906,0,0,26,1,218,50,159,0,0
2908,0,0,29,1,221,52,107,0,0
2910,0,0,33,2,163,16,52,0,1
2912,0,0,36,2,242,60,131,0,0
2913,0,0,20,2,320,19,164,0,0
2914,0,0,25,1,5019,116,438,0,0
2915,0,0,26,1,333,74,44,0,0
2918,0,0,25,2,733,263,476,0,1
2919,0,0,27,2,251,117,521,0,1
2920,0,0,37,1,2350,289,513,1,0
2922,0,0,28,2,282,17,86,0,1
2923,0,0,26,1,137,53,20,1,0
2924,0,0,24,1,178,29,206,0,1
2926,0,0,35,1,161,65,68,0,0
2927,0,0,25,2,471,80,147,0,1
2931,0,0,22,1,416,145,177,0,0
2932,0,0,25,1,128,26,76,0,1
2933,0,0,33,1,286,92,99,0,1
2934,0,0,33,2,191,278,278,0,1
2935,0,0,25,1,326,110,169,0,1
2936,0,0,32,1,487,111,17,0,0
2937,0,0,22,2,258,100,633,0,0
2938,0,0,30,1,1110,57,144,0,0
2939,0,0,28,1,232,48,98,0,1
2940,0,0,27,2,167,39,173,0,1
2941,0,0,22,2,144,52,35,0,1
2942,0,0,28,2,328,18,49,0,1
2943,0,0,40,1,533,289,286,0,1
2944,0,0,36,1,263,124,48,0,0
2945,0,0,31,2,183,66,164,0,0
2947,0,0,28,1,130,37,25,0,1
2951,0,0,25,2,106,58,159,0,0
2952,0,0,34,2,239,48,63,0,0
2953,0,0,20,1,374,91,50,0,1
2954,0,0,39,1,314,45,36,0,0
2955,0,0,24,1,253,64,89,0,1
2956,0,0,27,1,194,40,60,0,1
2957,0,0,32,1,854,120,412,0,1
2958,0,0,31,1,280,78,38,0,0
2959,0,0,17,1,177,93,40,0,0
2960,0,0,24,2,218,24,115,0,1
2961,0,0,26,1,228,842,1156,1,1
2962,0,0,38,2,219,41,25,0,0
2964,0,0,28,2,330,90,99,0,1
2965,0,0,28,1,341,23,86,0,1
2967,0,0,33,1,456,28,87,0,0
2968,0,0,25,2,155,43,63,0,0
2969,0,0,27,2,697,10,260,0,1
2970,0,0,35,2,532,83,81,0,0
2974,0,0,25,2,591,66,287,0,1
2975,1,0,22,1,112,213,83,1,0
2977,0,0,31,2,224,107,139,0,0
2979,0,0,33,1,213,154,54,0,0
2981,0,0,20,1,311,115,135,0,1
2982,0,0,32,2,237,70,292,0,1
2983,0,0,27,2,686,481,867,0,0
2984,0,0,16,2,810,151,859,0,1
2985,0,0,34,1,89,55,198,0,0
2986,0,0,25,2,310,51,62,0,1
2987,0,0,21,1,271,43,161,0,1
2989,0,0,18,2,509,204,416,0,1
2990,0,0,18,1,127,306,52,0,0
2991,0,0,19,1,623,53,19,0,0
2992,0,0,30,1,1554,70,82,0,1
2993,0,0,18,2,596,830,401,1,1
2994,0,0,29,2,243,158,484,0,1
2995,0,0,27,2,662,89,90,0,1
2996,0,0,33,1,330,59,19,0,1
3001,0,0,19,2,501,90,184,0,0
3002,0,0,25,1,145,25,84,0,1
3003,0,0,21,2,374,80,212,0,0
3004,0,0,35,2,378,88,154,0,1
3006,0,0,18,2,639,65,201,0,1
3007,0,0,28,1,106,10,38,0,0
3009,0,0,29,2,403,64,196,0,1
3010,0,0,20,2,315,122,291,0,0
3011,0,0,24,2,252,154,104,0,1
3016,0,0,30,1,302,6,28,0,1
3017,0,0,34,2,865,124,317,0,1
3020,0,0,33,2,206,14,201,0,0
3021,0,0,30,1,313,8,79,0,1
3022,0,0,30,1,109,77,19,0,0
3025,0,1,24,2,1300,122,299,0,1
3026,0,0,23,2,274,88,168,0,1
3027,0,0,26,1,204,20,108,0,0
3028,0,0,27,2,269,83,63,0,1
3029,0,0,27,1,172,42,49,0,0
3030,0,0,41,1,480,40,69,0,1
3032,0,0,28,2,114,46,36,0,0
3033,0,0,16,1,353,157,105,0,0
3035,0,0,20,1,197,30,22,0,1
3036,0,0,24,1,517,78,55,0,1
3037,0,0,24,1,264,54,123,0,0
3038,0,0,22,1,132,50,120,0,1
3039,0,0,23,1,247,74,86,0,0
3040,0,0,33,1,470,71,116,0,0
3041,0,0,34,1,300,68,127,0,0
3042,0,0,30,1,351,42,45,0,1
3043,0,0,27,2,244,19,63,0,1
3046,0,0,33,2,665,257,101,0,1
3047,0,0,26,1,236,45,79,0,0
3048,0,0,22,2,354,188,377,0,0
3049,0,0,23,2,259,55,120,0,1
3050,0,0,28,2,375,137,173,0,1
3051,0,0,28,2,2256,2773,293,0,1
3052,0,0,22,1,128,25,53,0,1
3054,0,0,14,2,261,167,134,0,0
3055,0,0,25,1,281,58,24,0,0
3056,0,0,43,1,144,81,21,0,0
3057,0,0,30,2,1355,594,266,0,1
3058,0,0,31,1,140,15,38,0,1
3059,0,0,29,2,438,89,311,0,1
3060,0,0,24,1,163,50,122,0,0
3062,0,0,29,2,146,99,158,0,1
3064,0,0,30,1,271,43,78,0,0
3066,0,0,44,1,83,24,9,0,0
3067,0,0,24,1,184,58,54,0,1
3068,0,0,35,1,892,260,181,0,0
3069,0,1,34,2,1653,171,88,0,1
3072,0,1,31,2,415,5155,494,0,0
3074,0,0,29,1,393,59,55,0,0
3075,0,0,23,2,289,71,61,0,1
3076,0,0,23,2,124,26,79,0,1
3080,0,0,23,2,76,16,74,0,1
3081,0,0,27,2,367,66,178,0,0
3082,0,0,43,1,349,23,14,0,0
3084,0,0,35,2,175,68,40,0,1
3085,0,0,28,2,442,299,345,0,0
3086,0,0,24,1,206,12,63,0,0
3087,0,0,27,1,278,161,522,0,0
3088,0,0,20,1,301,47,220,0,0
3089,0,0,26,1,1516,221,106,0,1
3091,0,0,26,2,334,48,28,0,0
3093,0,0,22,2,698,171,109,0,1
3094,0,0,32,2,407,150,289,0,1
3095,0,0,30,1,716,74,29,0,1
3097,0,0,31,1,952,719,312,0,0
3098,0,0,22,2,360,68,118,0,1
3099,0,0,20,2,131,32,159,0,0
3100,0,0,29,2,231,63,266,0,0
3101,0,0,23,2,535,58,142,0,1
3103,0,0,22,2,347,27,34,0,0
3104,0,0,39,1,349,36,72,0,0
3105,0,0,18,2,368,189,279,0,0
3107,0,0,23,1,142,89,286,0,1
3108,0,0,24,2,357,1078,780,0,0
3109,0,0,26,2,473,316,152,0,0
3110,0,0,22,2,490,204,1560,0,1
3113,0,0,29,1,156,64,88,0,1
3116,0,0,26,2,163,39,23,0,0
3117,0,0,19,1,348,399,161,0,0
3118,0,0,25,2,298,61,147,0,0
3120,0,0,34,2,573,47,114,0,0
3121,0,0,28,2,1875,667,125,0,0
3123,0,0,44,2,832,123,23,0,0
3126,0,0,30,1,315,147,99,0,0
3127,0,0,22,1,248,62,349,0,1
3129,0,0,19,1,183,42,83,0,1
3130,0,0,21,2,197,30,73,0,0
3132,0,0,26,1,354,58,37,1,0
3133,0,0,30,1,151,39,44,0,0
3134,0,0,19,2,264,66,70,1,1
3135,0,0,31,2,291,3,57,0,1
3136,0,0,31,1,323,40,106,0,1
3137,0,0,40,1,468,108,120,0,1
3138,0,0,26,2,168,78,73,0,1
3140,0,0,30,2,251,285,288,0,0
3141,0,0,26,1,591,26,48,0,1
3142,0,0,34,2,191,66,233,0,0
3143,0,0,24,1,944,131,57,0,0
3144,0,0,33,2,314,96,240,0,0
3145,0,0,22,2,626,207,553,0,0
3146,0,0,23,2,212,140,161,0,0
3148,0,0,25,2,448,260,474,0,1
3149,1,0,22,1,223,57,59,1,1
3150,0,0,40,1,979,501,32,0,0
3151,0,0,26,2,201,40,64,0,1
3152,0,0,35,2,297,16,119,0,1
3156,0,0,29,2,185,71,100,0,1
3157,1,0,22,1,249,29,77,1,0
3158,0,0,31,1,341,166,194,0,0
3159,0,0,20,1,393,265,998,0,0
3160,0,0,27,2,249,51,93,0,1
3161,0,0,36,1,226,68,155,0,0
3164,0,0,26,1,199,65,61,0,1
3165,0,0,21,1,210,178,177,1,1
3168,0,0,33,1,539,90,155,0,1
3169,0,0,27,1,1153,26,111,0,0
3170,0,0,20,2,111,47,34,0,0
3171,0,0,49,1,175,59,67,0,1
3173,0,0,19,2,104,38,44,0,1
3176,0,0,22,2,171,46,76,0,0
3179,0,0,31,1,85,13,41,0,0
3180,0,0,29,1,168,30,50,0,0
3182,0,0,22,2,445,77,74,0,0
3184,0,0,30,2,266,47,21,0,1
3185,0,0,28,2,226,62,123,0,0
3187,0,0,21,2,224,172,68,0,0
3189,0,0,27,2,368,49,145,0,1
3191,0,0,29,2,635,73,92,0,1
3195,0,0,24,1,240,16,66,0,0
3196,0,0,31,2,402,73,233,0,0
3197,0,0,23,1,339,109,85,0,0
3198,0,0,33,2,195,82,401,0,0
3199,0,0,34,1,503,196,281,0,0
3200,0,0,32,2,533,100,178,0,1
3201,0,0,37,1,936,45,140,0,0
3203,0,0,24,1,222,21,142,0,0
3204,0,0,16,2,343,30,44,0,1
3207,0,0,19,1,280,153,548,0,1
3208,0,0,18,1,758,596,890,0,1
3209,0,0,25,2,265,13,111,0,0
3210,1,0,35,2,3864,154,329,1,1
3211,0,0,23,2,131,57,162,0,0
3212,0,0,31,1,298,21,23,0,0
3213,0,0,28,1,585,37,126,0,1
3214,0,0,29,2,383,71,80,0,1
3217,1,0,28,2,684,144,347,1,0
3221,0,0,28,1,804,89,202,0,0
3222,0,0,26,2,232,89,68,0,1
3223,0,0,21,1,587,89,135,0,1
3226,0,0,27,2,301,205,330,0,1
3227,0,0,29,2,432,44,131,0,0
3228,0,0,32,2,326,28,76,0,1
3233,0,0,20,2,275,49,67,0,0
3236,0,0,34,1,401,99,257,0,1
3237,0,0,22,1,2537,148,252,0,1
3238,0,0,20,1,191,78,73,0,0
3240,0,0,21,2,179,55,219,0,1
3241,0,0,29,2,152,203,129,1,1
3242,1,1,30,1,1707,154,270,1,1
3243,0,0,28,2,380,72,447,0,1
3245,0,0,28,2,166,41,86,1,1
3246,0,0,30,1,231,53,66,0,1
3247,0,0,26,2,212,38,132,0,0
3249,0,0,20,1,181,49,74,0,0
3250,0,0,32,2,110,28,37,0,0
3253,0,0,39,1,1093,96,42,0,0
3254,0,0,30,2,2101,461,224,0,0
3255,0,0,33,1,1268,23,39,0,0
3257,0,0,27,2,921,77,206,0,1
3260,0,0,23,1,1591,116,96,0,0
3261,0,0,35,2,1264,133,329,0,1
3262,0,0,24,1,268,15,35,0,0
3264,0,0,25,2,385,74,113,0,1
3267,0,0,35,2,683,42,876,0,1
3268,0,0,29,1,926,34,196,0,1
3269,0,0,33,1,283,51,18,0,1
3270,0,0,25,1,654,120,228,0,1
3271,0,0,30,1,367,50,182,0,1
3272,0,0,23,2,659,99,208,0,1
3273,0,0,32,2,114,50,77,0,0
3275,0,0,51,1,177,12,15,0,1
3276,0,0,29,1,391,322,352,0,0
3277,0,0,32,2,325,80,87,0,1
3278,0,1,17,2,201,158,149,0,0
3279,0,0,33,1,282,62,57,0,1
3282,0,0,30,2,288,126,198,0,1
3283,0,0,33,1,419,27,79,0,1
3284,0,0,16,2,507,352,661,0,0
3285,0,0,23,1,436,73,261,0,0
3286,0,0,35,1,248,49,33,0,1
3290,1,0,29,1,323,36,44,1,0
3291,0,0,25,2,809,184,287,0,0
3292,0,0,29,1,110,10,12,0,1
3293,0,0,27,2,124,65,161,0,1
3294,0,0,34,1,147,42,32,0,0
3295,0,0,31,2,415,76,289,0,0
3297,0,0,26,2,563,218,898,0,1
3299,0,0,27,1,256,67,74,0,0
3300,0,0,21,1,741,57,72,0,1
3303,1,0,36,2,105,8,47,1,0
3305,0,0,31,1,238,124,51,0,0
3306,0,0,39,1,494,63,31,0,1
3310,0,0,30,1,850,185,228,0,1
3311,0,0,27,1,5014,1329,1606,0,1
3316,0,0,29,2,264,37,60,0,1
3317,0,0,26,2,476,200,466,0,0
3318,0,0,29,2,204,262,110,0,0
3319,0,0,20,2,207,42,215,0,1
3320,0,1,23,2,420,81,66,0,1
3322,0,0,30,1,210,29,25,0,1
3323,0,0,26,1,308,37,39,0,1
3324,0,0,28,2,238,310,386,0,1
3326,0,0,26,2,231,90,96,0,0
3327,0,0,24,2,742,143,268,0,0
3329,0,0,29,1,332,58,197,0,1
3330,0,0,26,1,274,177,129,0,0
3331,0,0,17,2,374,227,533,0,1
3332,0,0,25,1,531,78,175,0,1
3333,0,0,33,1,309,41,17,0,0
3334,0,0,34,1,183,54,16,0,0
3335,0,1,25,1,428,353,277,0,0
3338,0,0,24,2,223,81,79,0,0
3340,0,0,26,2,252,135,173,0,0
3343,0,0,19,1,1098,70,202,0,0
3344,0,0,23,1,183,42,156,0,1
3348,0,0,29,1,198,33,43,0,0
3350,0,0,34,2,231,29,12,0,1
3351,0,0,23,2,348,58,44,0,1
3352,0,0,23,1,248,163,145,0,0
3353,0,0,19,1,199,128,108,0,0
3356,0,1,29,1,354,213,353,0,1
3359,0,0,18,1,77,28,19,0,1
3360,0,0,34,1,285,41,28,0,1
3361,0,0,20,2,567,133,514,0,1
3362,0,0,36,2,370,55,319,0,0
3363,0,0,21,1,356,16,21,0,0
3367,0,0,26,1,969,50,86,0,0
3368,0,0,21,2,270,44,435,0,1
3369,0,0,21,1,681,238,327,0,0
3371,0,0,37,1,266,88,46,0,1
3372,0,0,29,2,204,110,116,0,0
3373,0,0,25,1,591,145,73,0,0
3374,0,0,33,1,468,46,22,0,1
3375,0,0,21,1,311,47,27,0,0
3377,0,0,23,2,540,77,118,0,0
3381,0,0,29,1,303,27,160,0,1
3382,0,0,26,2,225,34,91,0,0
3383,0,0,32,1,345,107,612,0,1
3385,1,0,21,2,1185,61,36,1,0
3386,1,0,21,1,165,41,102,1,1
3387,0,0,28,1,223,54,44,0,1
3388,0,0,25,1,152,54,41,0,1
3389,0,0,19,2,497,116,501,0,1
3392,0,0,27,1,1090,224,62,0,1
3394,0,0,24,2,303,151,80,0,0
3395,0,0,28,2,215,45,142,0,0
3397,0,0,36,2,113,84,86,0,0
3398,0,0,22,1,166,84,43,0,0
3399,1,0,41,1,1112,262,409,1,1
3400,0,0,18,1,148,30,40,0,1
3404,0,0,19,1,249,56,65,0,0
3406,0,0,34,1,544,188,88,0,1
3408,0,0,27,1,148,40,82,0,1
3410,0,0,36,1,305,57,47,0,0
3411,0,0,29,2,915,217,477,0,0
3413,0,0,31,2,305,106,117,0,0
3414,0,0,33,1,359,36,199,0,0
3415,0,0,22,1,186,124,408,0,1
3417,0,0,18,2,284,116,125,0,0
3419,0,0,26,2,158,35,91,0,1
3420,1,0,32,1,4436,133,214,1,1
3421,0,0,22,2,98,22,49,0,0
3422,0,0,19,2,343,118,233,0,1
