user,click,like,age,gender,friend_cnt,sns_like_cnt,sns_comment_cnt,pre_click,treat
6459,0,0,34,1,936,287,155,0,1
6460,0,0,33,2,308,164,660,0,1
6461,0,0,29,1,347,98,233,0,1
6462,0,0,29,2,417,137,464,0,0
6463,0,0,23,2,631,150,217,0,0
6464,0,0,25,2,933,145,82,0,0
6465,0,0,29,1,312,104,383,0,0
6466,0,0,22,2,321,500,1543,0,0
6467,0,0,28,2,228,38,39,0,0
6471,0,0,24,1,451,21,13,0,1
6472,0,0,26,1,392,91,277,0,1
6473,0,0,33,2,451,114,148,0,0
6474,0,0,27,1,511,60,47,0,0
6475,0,0,35,2,243,154,355,0,0
6476,0,0,26,2,449,58,305,0,0
6477,0,0,49,1,299,63,153,0,0
6478,0,0,25,2,187,21,9,0,1
6479,0,0,28,2,306,51,115,0,1
6480,0,0,29,1,407,47,67,0,0
6481,0,0,24,2,711,84,139,0,0
6482,0,0,30,2,543,94,71,0,0
6483,0,0,35,2,469,29,120,0,1
6484,0,1,16,2,270,243,347,0,1
6485,0,0,20,2,309,116,84,0,0
6486,0,0,35,1,1133,28,54,0,0
6487,0,0,19,1,127,45,96,0,1
6488,0,0,21,2,133,67,87,0,1
6490,0,0,25,2,160,49,30,0,1
6492,0,0,21,1,397,51,106,0,1
6493,0,0,32,1,219,32,54,0,0
6496,0,0,21,1,184,55,73,0,1
6497,0,0,29,1,118,76,146,0,0
6499,0,0,32,2,187,78,9,0,1
6500,0,0,31,1,336,23,42,0,1
6501,0,0,31,1,695,68,71,0,1
6502,0,0,26,2,226,28,61,0,0
6503,0,0,23,2,196,86,78,0,0
6504,0,0,23,2,526,84,189,0,1
6505,0,0,22,2,139,42,14,0,1
6508,0,0,34,1,364,24,54,0,0
6510,0,0,33,1,209,11,77,0,1
6512,0,0,27,2,184,78,67,0,1
6513,0,0,33,2,299,113,263,0,0
6514,0,0,37,1,727,37,396,0,1
6516,0,1,22,2,829,45,13,0,0
6517,0,0,24,1,320,88,146,0,0
6518,0,0,28,1,151,69,29,0,1
6519,0,0,26,2,378,260,160,1,0
6520,0,0,17,1,924,38,254,0,0
6521,0,0,24,2,643,116,159,0,0
6522,0,0,18,1,111,120,87,0,0
6523,0,0,30,2,690,513,325,0,0
6524,0,0,22,1,190,42,27,0,1
6527,0,0,26,2,1990,200,789,0,1
6528,0,0,35,1,783,121,123,0,0
6529,0,0,22,2,224,136,83,0,1
6530,0,0,28,2,158,28,51,0,1
6531,0,0,19,1,266,55,96,0,0
6532,0,0,26,2,291,50,47,0,1
6534,0,0,17,2,1227,48,128,0,0
6535,0,0,37,2,147,194,143,0,1
6537,0,0,28,2,136,25,70,0,0
6538,0,1,23,1,163,61,36,0,1
6539,0,0,29,2,409,55,437,0,1
6541,0,0,31,1,1426,109,190,0,1
6542,0,0,34,2,381,84,287,0,0
6545,0,0,20,2,146,59,76,0,1
6546,0,0,24,1,238,50,28,0,1
6548,0,0,30,1,1091,130,85,0,0
6549,0,0,22,2,769,642,502,0,1
6552,0,0,23,2,450,63,47,0,0
6553,0,0,26,2,905,57,228,0,0
6554,0,0,29,1,293,46,51,0,1
6555,0,0,25,1,482,110,392,0,1
6556,0,0,34,2,398,18,243,0,1
6557,0,0,26,2,158,27,279,0,0
6558,0,0,17,2,101,15,342,0,1
6560,1,0,20,1,1353,93,269,1,0
6562,0,0,26,2,394,26,120,0,0
6563,0,0,22,2,332,49,42,0,1
6564,0,0,30,1,499,57,83,0,1
6566,0,0,27,2,181,37,107,0,1
6567,0,0,31,1,285,29,59,0,1
6568,0,1,42,1,464,71,56,0,1
6569,0,0,27,2,261,58,224,0,1
6570,0,0,37,1,530,85,54,0,0
6572,0,0,27,2,239,77,107,0,0
6576,0,0,31,2,331,179,159,0,1
6578,0,0,28,2,1213,28,133,0,1
6579,0,0,39,2,103,79,64,0,0
6580,0,0,24,1,354,44,142,0,0
6582,0,0,34,2,250,35,144,0,1
6583,0,0,23,2,244,33,146,0,1
6586,0,0,30,1,2724,528,729,0,1
6587,0,0,25,2,320,92,146,0,1
6589,0,0,35,1,192,164,321,0,1
6591,0,0,34,2,1009,170,239,0,0
6592,0,0,28,2,157,37,176,0,0
6593,0,0,26,1,1307,84,36,0,1
6595,0,0,37,2,435,229,93,0,0
6596,0,0,35,1,405,79,166,0,1
6597,0,0,36,2,709,374,1269,0,1
6598,0,0,25,2,553,35,33,0,0
6599,0,0,26,1,357,59,18,0,0
6600,0,0,45,2,236,48,62,0,1
6602,0,0,26,2,791,15,119,0,0
6603,0,0,26,2,123,90,71,0,0
6604,0,0,37,1,797,91,210,0,1
6605,0,0,31,2,237,107,259,0,1
6606,0,0,22,2,510,35,206,0,0
6607,0,0,24,2,387,310,216,0,0
6609,0,0,22,1,350,72,112,0,0
6610,0,0,26,2,588,153,207,0,0
6611,0,0,29,1,207,49,35,0,0
6613,0,0,30,2,398,71,460,0,1
6614,0,1,21,1,3521,665,319,1,0
6615,0,0,32,2,112,37,91,0,1
6617,0,0,23,1,263,40,132,0,1
6619,0,0,21,1,104,20,23,0,0
6620,0,1,28,1,347,294,603,0,1
6621,0,0,20,2,168,45,129,0,1
6623,0,0,24,2,150,89,66,0,1
6624,0,0,32,1,709,83,184,0,0
6625,0,0,36,2,129,115,125,0,0
6627,0,0,23,1,820,201,434,0,1
6629,0,0,25,1,534,118,261,0,0
6630,0,0,32,2,1381,1456,2484,0,1
6631,0,0,26,2,134,52,45,0,0
6632,0,0,19,2,328,29,269,0,0
6634,0,0,34,2,858,369,382,0,1
6635,0,0,31,1,242,41,56,0,0
6636,0,1,27,2,1902,2099,139,0,0
6637,0,1,28,1,692,97,234,0,0
6638,0,0,23,1,288,71,45,0,1
6639,0,0,28,2,676,42,144,0,0
6641,0,0,22,2,341,132,64,0,0
6643,0,0,24,2,434,435,157,0,0
6645,0,0,29,1,285,32,104,0,1
6646,0,0,29,1,242,103,394,0,1
6648,0,0,33,2,181,57,281,0,1
6649,0,0,32,1,194,143,117,0,1
6650,0,0,30,1,543,63,38,0,0
6651,0,0,30,2,235,55,93,0,0
6652,0,0,26,2,400,212,102,0,0
6654,0,0,20,1,317,120,885,0,1
6657,0,0,33,2,396,191,236,0,1
6658,0,0,26,1,217,101,69,0,1
6659,0,0,18,2,220,68,136,0,1
6661,0,0,39,2,652,61,333,0,1
6662,0,0,27,2,340,82,236,0,0
6663,0,0,20,1,388,53,80,0,0
6664,0,0,33,1,628,30,151,0,1
6665,0,0,27,1,892,17,98,0,1
6667,0,0,24,1,96,44,22,0,1
6668,0,0,26,2,230,25,34,0,0
6669,0,0,34,2,457,173,223,0,0
6671,0,0,20,2,986,52,1055,0,0
6673,0,0,27,2,1183,61,256,0,1
6674,0,0,34,1,435,36,157,0,0
6676,0,0,26,2,235,74,191,0,1
6677,0,1,28,2,175,187,433,0,0
6678,0,0,31,1,208,92,268,0,1
6680,0,0,21,1,172,76,99,0,0
6682,0,0,20,1,284,202,67,0,0
6683,0,0,26,1,662,91,74,0,0
6684,0,0,19,2,196,33,20,0,0
6685,0,0,27,2,530,72,140,0,1
6686,0,0,27,2,492,54,369,0,1
6687,0,0,23,1,395,101,317,0,1
6688,0,0,28,2,430,44,465,0,1
6689,0,0,29,1,240,60,138,0,0
6690,0,0,28,1,241,39,92,0,0
6691,0,0,40,2,450,80,50,0,0
6692,0,0,31,2,2789,407,484,0,1
6695,0,1,23,2,164,84,217,0,1
6697,0,0,24,1,778,162,262,0,0
6699,0,0,32,1,1274,104,537,0,0
6700,0,0,38,1,150,3,14,0,1
6701,0,0,48,1,173,68,55,0,0
6703,0,0,24,1,505,146,733,0,0
6705,0,0,24,1,176,6,58,0,0
6706,0,0,27,2,171,108,204,0,0
6707,0,0,32,2,849,188,753,0,0
6708,0,0,35,2,423,122,158,0,0
6709,0,0,25,2,3549,53,77,0,0
6712,0,0,26,1,148,40,10,0,1
6714,0,0,34,1,269,39,74,0,0
6715,0,0,16,2,246,129,124,0,0
6717,0,0,27,2,665,148,732,0,1
6719,0,0,23,2,1344,39,115,0,0
6721,0,0,29,2,209,52,29,0,0
6722,0,0,37,2,350,526,344,0,0
6723,0,0,28,1,868,103,177,0,1
6725,0,0,21,1,329,79,56,0,0
6726,0,0,24,1,113,37,41,0,0
6727,0,0,27,1,349,78,119,0,1
6728,0,0,20,1,77,13,17,0,1
6729,0,0,21,2,159,53,34,0,0
6730,0,0,24,2,657,27,68,0,0
6731,0,0,26,1,367,40,186,0,1
6732,0,0,28,1,375,40,126,0,1
6733,0,0,32,2,1301,44,340,0,1
6734,0,0,26,1,286,150,422,0,0
6738,0,0,22,2,181,32,115,0,0
6739,0,0,26,1,335,45,173,0,0
6740,0,0,41,1,267,69,47,0,1
6741,0,0,23,2,202,81,65,0,0
6742,0,0,43,2,178,158,381,0,1
6744,0,0,27,2,194,46,135,0,0
6747,0,0,21,2,247,66,133,0,0
6749,0,0,25,1,365,62,304,0,1
6750,0,0,31,2,191,19,23,0,0
6752,0,0,24,2,154,211,350,0,0
6753,0,0,20,2,135,53,251,0,0
6754,0,0,29,2,584,507,547,0,0
6756,0,0,28,2,188,37,29,0,0
6761,0,0,20,2,483,55,146,0,0
6763,0,0,34,1,189,92,85,0,0
6764,0,0,25,2,187,81,391,0,1
6765,0,0,30,2,354,11,27,0,0
6766,0,0,34,2,146,24,62,0,0
6767,0,0,32,1,214,23,24,0,0
6768,0,0,37,1,637,121,86,0,1
6769,0,0,35,2,284,30,152,0,0
6770,1,0,27,1,107,33,52,1,0
6772,0,0,25,1,270,55,49,0,1
6773,0,0,25,1,181,56,78,0,0
6774,0,0,31,2,1151,1276,569,0,1
6775,0,0,18,2,322,381,763,0,0
6776,0,0,24,2,510,120,271,0,0
6778,0,0,31,1,240,79,36,0,1
6780,0,0,25,1,286,142,168,0,1
6781,0,0,41,2,231,8,74,0,1
6782,0,0,25,1,226,61,75,0,1
6784,0,0,24,2,290,170,83,0,1
6785,0,0,28,1,240,35,111,0,1
6786,0,0,28,1,117,19,5,0,1
6789,0,0,30,1,672,167,213,0,0
6790,1,0,28,1,1033,973,566,1,1
6791,0,0,28,2,229,78,80,0,1
6794,0,0,32,1,3857,152,643,0,0
6795,0,0,35,2,229,109,102,0,1
6796,0,0,27,2,165,48,145,1,0
6797,0,0,41,1,272,34,36,0,1
6799,0,0,30,2,1181,387,483,0,1
6800,0,0,35,1,517,144,103,0,0
6801,0,0,27,2,347,368,124,0,1
6802,0,0,26,1,269,145,146,0,0
6803,0,0,27,1,315,18,16,0,0
6804,0,1,36,2,203,65,320,0,0
6806,0,0,31,1,447,18,27,0,1
6807,0,0,27,2,837,323,488,0,0
6809,0,0,24,2,215,82,132,0,1
6811,0,0,31,1,857,236,89,0,0
6813,0,0,23,1,280,53,51,0,1
6814,0,0,23,2,227,34,106,0,0
6816,0,0,30,2,768,100,168,0,1
6818,0,0,31,1,220,41,25,0,0
6819,0,0,21,1,186,50,49,0,1
6820,0,0,30,1,929,123,91,0,0
6821,1,0,25,1,613,58,101,1,1
6823,0,0,28,2,152,233,227,0,1
6824,0,0,21,1,110,43,15,0,0
6826,0,0,26,1,197,94,122,0,0
6827,0,0,24,1,940,203,199,0,1
6828,0,0,29,1,519,12,102,0,1
6830,0,0,31,2,210,107,77,0,0
6833,0,0,28,1,1458,158,109,0,1
6834,0,0,29,2,179,32,110,0,0
6835,0,0,27,1,316,57,120,0,0
6836,1,0,15,2,151,36,65,1,1
6837,0,0,38,1,503,48,448,0,0
6838,0,0,23,2,1348,27,79,0,0
6840,0,0,24,2,81,75,15,0,0
6843,0,0,36,1,568,202,108,0,1
6845,0,0,21,2,240,49,419,0,0
6846,1,1,23,1,1333,226,340,1,0
6847,0,0,24,1,319,118,374,1,0
6849,0,0,30,1,577,13,49,0,0
6850,0,0,32,1,211,275,156,0,0
6851,0,0,19,1,664,36,154,0,1
6852,0,0,31,2,167,68,50,0,0
6853,0,0,32,2,356,89,150,0,1
6855,0,0,26,2,248,50,77,0,1
6856,0,0,24,2,184,78,83,0,0
6858,0,0,35,1,414,174,199,0,0
6859,0,0,23,1,150,86,102,0,0
6860,0,0,15,1,93,43,107,0,1
6863,0,0,21,2,190,114,109,0,1
6865,0,0,23,1,255,62,66,0,1
6866,0,0,18,2,393,22,113,0,1
6871,0,0,29,1,471,63,133,0,1
6873,0,0,29,1,152,15,42,0,0
6874,0,0,31,2,203,71,70,0,0
6877,0,0,24,1,437,44,59,0,1
6878,1,0,23,2,386,229,1256,1,0
6879,0,0,26,2,255,27,22,0,0
6882,0,0,31,1,1167,57,434,0,1
6885,0,0,23,1,316,86,335,0,1
6886,0,0,29,1,209,77,24,0,1
6888,0,0,33,1,157,19,30,0,0
6893,0,1,33,1,170,79,90,0,1
6894,0,0,20,2,86,6,43,0,0
6895,0,0,24,2,336,166,116,0,0
6896,0,0,19,2,397,334,517,0,1
6897,0,0,24,1,148,14,92,0,0
6900,0,0,27,2,317,102,826,0,1
6901,1,0,30,2,482,64,316,1,1
6903,0,0,23,2,1371,163,423,0,1
6904,0,0,32,1,718,134,259,0,1
6905,0,0,27,2,92,15,47,0,1
6906,1,1,24,1,1340,1269,1224,1,1
6907,0,0,35,2,210,201,135,0,0
6908,0,0,21,1,258,48,735,0,0
6909,1,1,27,2,123,52,83,1,0
6910,0,0,21,2,214,210,89,0,0
6911,0,0,29,1,3522,20,20,0,1
6912,0,0,22,2,171,17,70,0,1
6914,0,0,32,2,131,592,90,0,0
6915,0,0,34,2,434,42,59,0,1
6916,0,0,26,2,397,39,157,0,1
6917,0,0,35,1,380,205,187,0,0
6918,0,0,42,1,424,41,19,0,1
6920,0,0,24,1,175,56,18,0,0
6921,0,0,33,2,363,14,104,0,0
6922,0,0,23,2,311,64,374,0,0
6924,0,0,27,2,74,25,27,0,1
6925,0,0,35,1,1797,418,352,0,0
6926,0,0,33,1,611,290,1018,0,0
6928,0,0,35,1,507,70,84,0,0
6929,0,0,48,1,207,46,58,0,0
6930,0,0,25,2,139,68,138,0,1
6932,0,0,22,2,138,28,142,0,1
6933,0,0,26,1,1242,89,58,0,0
6934,0,0,33,1,1222,306,269,0,0
6938,0,0,31,2,792,148,183,0,1
6940,0,0,26,2,853,42,121,0,0
6941,0,0,22,1,165,19,44,0,1
6942,0,0,25,1,272,25,55,0,1
6945,0,0,26,1,424,48,96,0,0
6947,0,0,25,1,278,64,105,0,0
6948,0,0,29,1,214,43,112,0,1
6950,0,0,22,1,151,66,115,0,0
6951,0,0,24,1,171,50,52,0,0
6952,0,0,25,2,502,340,1232,0,0
6954,0,0,24,2,107,24,65,0,0
6955,0,0,34,1,144,58,37,0,0
6956,0,0,27,1,422,64,52,0,1
6957,0,0,24,1,421,98,177,0,0
6958,0,0,22,1,285,33,58,0,0
6959,0,0,29,2,111,49,109,0,1
6962,0,0,33,1,267,100,151,0,1
6967,0,0,21,2,145,112,19,0,1
6969,0,0,26,2,121,36,181,0,1
6974,0,0,34,2,269,107,113,0,1
6979,0,0,25,2,730,136,266,0,1
6980,0,0,27,1,308,72,89,0,1
6981,0,0,22,1,246,82,165,0,0
6983,0,0,20,1,241,193,452,0,0
6984,0,0,27,1,452,58,64,0,1
6985,0,0,24,2,200,55,80,0,0
6987,0,0,19,1,253,16,118,0,0
6989,0,0,23,2,982,156,157,0,0
6990,0,0,26,2,293,34,115,0,0
6991,0,0,31,2,287,51,57,0,1
6992,0,0,30,2,90,97,53,0,1
6996,0,0,27,2,264,56,57,0,1
6997,0,0,26,2,461,29,31,0,1
7001,1,0,41,2,888,93,125,1,0
7002,0,0,23,2,628,326,1182,0,1
7003,0,0,33,1,174,36,15,0,1
7004,0,0,22,2,103,31,46,0,0
7007,0,0,27,2,296,63,23,0,0
7008,0,0,14,2,165,348,257,0,0
7009,0,0,24,2,173,52,113,0,1
7010,0,0,29,2,347,65,174,0,0
7012,0,0,29,1,188,6,4,0,1
7014,0,0,22,1,448,67,132,0,0
7016,0,0,33,1,202,13,90,0,1
7017,0,0,21,2,244,41,93,0,1
7019,0,0,35,2,269,65,169,0,1
7020,0,0,32,1,158,47,68,0,0
7021,0,0,24,1,703,228,300,0,1
7022,0,0,18,1,182,74,57,0,1
7023,0,0,20,1,214,36,134,0,0
7030,0,0,27,1,264,61,68,0,0
7031,0,0,24,2,248,48,156,1,1
7032,0,0,19,1,1058,83,112,0,0
7034,0,0,32,1,275,43,65,0,1
7035,0,0,21,2,339,131,276,0,1
7036,0,0,25,2,253,78,285,0,0
7037,0,0,29,1,967,96,166,0,1
7039,0,0,24,1,884,35,132,0,0
7040,0,0,31,2,238,71,70,0,1
7041,0,0,17,2,173,100,106,0,1
7042,0,0,19,1,297,74,158,0,0
7043,0,0,27,2,443,62,37,0,1
7045,0,0,29,1,321,92,116,0,0
7046,0,0,31,2,809,161,413,0,0
7047,0,0,27,2,311,15,89,0,1
7049,0,0,36,2,162,56,381,0,1
7050,0,0,23,2,142,34,35,0,1
7051,0,0,29,1,443,69,221,0,1
7052,0,1,30,2,470,473,493,0,1
7054,0,0,27,1,251,35,147,0,0
7055,0,0,29,1,155,15,45,0,1
7056,0,0,22,1,247,35,29,0,0
7058,0,0,21,1,208,33,17,0,1
7061,0,0,25,1,472,139,169,0,0
7062,0,0,20,2,223,33,164,0,0
7064,0,0,33,2,363,122,261,0,1
7066,0,0,26,2,179,126,232,0,0
7069,0,0,23,2,165,41,16,0,0
7071,0,0,28,2,825,91,271,0,1
7073,0,0,21,2,320,177,675,0,0
7074,0,0,23,2,230,49,51,0,0
7075,0,0,19,2,221,67,238,0,0
7076,0,0,25,2,640,34,296,0,1
7078,1,0,23,2,367,143,668,1,0
7079,0,0,37,1,275,41,56,0,0
7083,0,0,26,1,490,261,654,0,0
7084,0,0,24,2,534,181,163,0,1
7085,0,0,31,2,424,18,107,0,1
7086,0,0,27,1,230,23,73,0,1
7087,0,0,25,1,330,82,58,0,1
7090,0,0,26,1,526,66,80,0,0
7091,0,0,23,2,538,27,221,0,1
7095,0,0,37,1,857,46,138,0,0
7096,1,0,28,1,398,264,932,1,1
7097,0,0,17,2,266,136,279,0,1
7098,0,0,16,2,194,34,112,0,1
7101,0,0,25,1,2966,248,276,0,1
7103,0,0,28,2,595,42,57,0,0
7104,0,0,37,1,352,55,140,0,0
7105,0,0,33,1,323,52,24,0,0
7106,0,0,24,2,194,88,124,0,0
7107,0,0,25,2,475,154,216,0,0
7108,0,0,34,1,320,46,30,0,1
7110,0,0,27,2,846,236,390,0,1
7111,0,0,37,2,468,200,369,0,0
7112,0,0,23,2,358,122,475,0,0
7114,0,0,28,2,280,35,70,0,1
7116,0,0,30,2,128,43,78,0,0
7117,0,0,31,2,488,57,119,0,0
7118,0,0,26,1,579,53,27,0,0
7119,0,0,28,2,179,91,356,0,0
7120,0,0,28,2,257,196,88,0,1
7121,0,0,23,2,174,49,108,0,1
7123,0,0,24,2,279,36,74,0,0
7125,0,0,41,1,750,68,184,0,1
7126,0,0,25,2,419,15,66,0,1
7127,0,0,25,2,685,54,5,0,0
7128,1,0,27,2,557,521,313,1,0
7129,0,0,24,2,611,116,113,0,0
7130,0,0,29,1,396,69,88,0,1
7131,0,0,25,2,304,345,1181,0,1
7132,0,0,18,2,501,196,392,0,1
7133,0,0,26,1,753,88,178,0,0
7138,0,0,22,2,442,34,227,0,1
7139,0,0,30,2,2358,106,44,0,0
7141,0,0,23,2,337,70,64,0,0
7142,0,0,28,1,686,45,488,0,1
7144,0,0,26,2,151,91,131,0,0
7145,0,0,18,1,179,205,382,0,0
7146,0,0,20,1,313,96,91,0,1
7147,0,0,22,1,304,100,374,0,0
7149,0,0,31,1,202,39,57,0,0
7150,0,0,30,1,654,328,826,0,0
7153,0,0,26,2,103,47,102,0,0
7156,0,0,32,2,261,104,150,0,1
7158,0,0,16,1,1172,992,922,0,0
7159,0,0,34,1,636,169,155,0,0
7160,0,0,34,2,237,64,93,0,0
7162,0,0,33,1,671,39,129,0,0
7164,0,0,20,2,238,64,104,0,0
7166,0,0,25,1,331,74,48,0,1
7169,0,0,22,2,113,71,150,0,0
7170,0,0,26,2,694,196,166,0,1
7171,0,0,34,2,318,88,144,0,1
7173,0,0,28,1,205,48,48,0,0
7174,0,0,25,2,583,50,204,0,0
7176,0,0,30,1,488,50,162,0,1
7177,0,0,31,2,428,83,83,0,1
7178,0,0,31,2,670,206,276,0,1
7179,0,0,26,2,618,155,141,0,1
7180,0,0,29,2,122,15,90,0,0
7181,0,0,25,2,820,59,190,0,0
7183,0,0,23,1,98,41,74,0,1
7184,0,0,32,1,461,70,482,0,1
7185,0,0,26,2,203,76,531,0,1
7187,0,0,31,1,553,72,270,0,1
7188,0,0,24,2,284,30,65,0,1
7190,0,0,19,1,363,82,119,0,1
7191,1,0,37,1,550,147,53,1,0
7192,0,0,33,2,424,145,331,0,0
7193,0,0,25,1,219,50,27,0,1
7196,0,0,26,2,321,160,199,0,0
7199,0,0,25,1,318,88,68,0,1
7202,0,0,21,1,128,27,52,0,1
7205,0,0,21,1,168,38,130,0,1
7206,0,0,32,2,327,61,53,0,1
7208,0,0,27,1,260,46,43,0,0
7209,0,0,40,2,240,151,110,0,1
7212,0,0,31,1,404,87,467,0,0
7213,0,0,22,2,326,11,69,0,0
7214,0,0,27,1,1079,171,86,0,1
7215,0,0,38,2,690,63,104,0,0
7217,0,0,27,2,291,37,94,0,1
7219,0,0,34,1,1461,282,372,1,1
7221,0,0,31,1,271,58,115,0,1
7222,0,0,25,2,137,21,51,0,0
7223,0,0,23,1,373,151,187,0,1
7227,0,0,28,2,374,147,108,0,1
7228,0,0,37,2,83,67,137,0,0
7229,0,0,30,1,217,45,37,0,1
7230,0,0,22,1,156,29,84,0,1
7231,0,0,22,2,332,53,196,0,0
7232,0,0,29,2,202,100,83,0,0
7233,0,0,26,2,120,67,76,0,1
7234,0,0,20,1,402,412,672,1,1
7236,0,0,27,2,63,38,67,0,1
7237,1,0,22,1,103,6,46,1,1
7238,1,0,31,1,219,8,37,1,0
7240,0,1,25,1,192,46,98,0,0
7241,0,0,47,2,220,69,75,0,0
7242,0,0,27,2,384,256,405,0,0
7243,0,0,33,2,166,74,70,0,0
7244,0,0,31,2,249,63,114,0,1
7245,0,0,26,2,680,117,197,0,1
7246,0,0,34,2,495,51,221,0,0
7247,0,0,22,2,358,52,205,0,1
7251,0,0,25,2,481,74,135,0,1
7252,0,0,27,2,170,58,37,0,0
7253,0,0,24,2,194,93,91,0,1
7256,0,0,26,1,149,22,122,0,0
7257,0,0,36,1,371,41,104,0,1
7259,0,0,33,1,151,57,154,0,1
7260,0,0,26,1,290,51,210,0,1
7264,0,0,26,1,411,64,149,0,1
7265,0,0,40,1,122,25,50,0,0
7266,0,0,24,2,546,60,158,0,0
7267,0,0,23,2,420,104,375,0,1
7269,0,0,22,1,276,69,61,0,1
7271,0,0,37,2,185,7,58,0,1
7272,0,0,20,2,1115,374,984,0,1
7274,0,0,33,1,251,174,436,0,0
7276,0,0,23,2,359,161,202,0,1
7278,0,0,41,1,144,56,55,0,0
7281,0,0,34,2,200,44,88,0,1
7285,0,0,24,2,155,64,128,0,1
7287,0,0,31,2,78,53,2,0,0
7288,0,0,21,1,276,159,80,0,1
7289,0,0,30,1,544,664,659,0,0
7290,0,0,23,1,344,40,50,0,0
7292,0,0,34,1,265,17,153,0,0
7293,0,0,33,1,171,59,52,0,0
7294,0,0,27,2,140,11,41,0,0
7296,0,0,18,1,572,22,67,0,0
7297,0,0,20,2,131,39,45,0,0
7298,0,0,23,1,526,254,436,0,0
7299,0,0,32,1,2439,60,100,0,0
7302,0,0,26,2,566,216,599,0,1
7303,0,0,25,2,795,66,287,0,1
7305,0,0,28,2,388,92,175,0,1
7307,0,0,18,2,99,29,61,0,1
7309,0,0,17,2,603,35,53,0,0
7310,0,0,18,1,558,140,312,0,0
7313,0,0,28,1,405,34,79,0,1
7314,0,0,28,1,918,489,651,0,1
7320,0,0,26,2,254,29,209,0,1
7322,0,0,28,2,69,46,55,0,0
7323,0,0,24,2,429,139,322,0,0
7324,0,0,23,2,773,149,250,0,1
7325,0,0,27,1,371,83,361,0,1
7326,0,0,34,2,165,34,263,0,0
7327,0,0,24,2,216,63,89,0,0
7329,0,0,38,1,556,814,357,0,0
7330,0,0,34,2,543,78,72,0,1
7332,0,0,20,2,323,429,520,0,1
7334,0,0,19,1,168,18,11,0,1
7335,0,0,24,2,3267,102,200,0,0
7336,0,0,30,1,160,22,49,0,0
7337,0,0,21,2,629,64,86,0,0
7338,0,0,28,1,495,10,93,0,1
7340,0,0,22,2,212,96,614,0,1
7341,0,0,26,1,260,3,29,0,0
7342,0,0,31,1,562,79,337,0,1
7343,0,0,44,2,261,55,63,0,0
7345,0,0,30,1,188,52,40,0,0
7346,0,0,26,2,164,38,52,0,1
7347,0,0,29,1,1025,138,140,0,0
7348,0,0,28,2,176,60,70,1,0
7349,0,0,32,1,737,172,75,0,0
7350,0,0,26,2,161,118,98,0,1
7351,0,0,22,2,328,60,121,0,0
7353,0,0,31,1,622,52,220,0,0
7355,0,0,32,2,158,39,22,0,1
7357,0,0,18,2,440,94,183,0,1
7358,0,0,36,2,224,122,102,0,0
7359,0,0,37,1,256,25,17,0,1
7360,0,0,23,2,687,145,224,0,0
7361,0,0,32,2,494,99,409,0,0
7362,0,0,24,1,1227,192,293,0,1
7364,0,0,19,2,294,61,229,0,1
7365,0,0,23,1,244,204,322,0,0
7366,0,0,21,2,153,39,108,0,0
7367,0,0,31,1,408,391,540,0,1
7368,0,0,30,2,117,48,143,0,1
7369,0,0,28,2,389,13,60,0,0
7370,0,0,24,2,393,42,78,0,0
7371,0,0,31,1,600,34,18,0,0
7372,0,1,28,2,902,112,90,0,0
7374,0,0,25,2,559,47,203,0,1
7375,0,0,25,2,564,83,168,0,0
7376,0,0,20,2,168,57,23,0,1
7377,0,0,26,1,384,48,49,0,0
7378,0,0,24,1,351,99,92,0,0
7380,0,0,24,2,1063,81,367,0,0
7381,0,0,33,1,98,66,29,0,1
7383,0,0,32,1,541,52,185,0,0
7384,0,1,26,1,333,55,84,0,1
7385,0,0,32,1,1372,83,73,1,1
7386,0,0,29,2,188,49,262,0,1
7387,0,0,25,2,234,52,64,0,1
7388,0,0,21,2,319,83,99,0,1
7389,0,0,32,1,218,17,43,0,0
7393,0,0,35,2,186,108,513,0,1
7394,0,0,24,1,383,52,187,0,1
7395,0,0,41,2,143,24,56,0,0
7398,0,0,23,2,305,52,92,0,1
7400,0,0,19,2,187,123,156,0,0
7402,0,0,28,2,535,219,306,0,0
7403,0,0,38,2,591,51,16,0,0
7404,0,0,34,2,316,107,92,0,0
7405,0,0,25,2,187,79,137,0,0
7406,0,0,29,2,239,49,668,0,0
7407,0,0,23,1,118,8,24,0,1
7408,0,0,26,2,666,64,68,0,1
7410,0,0,31,2,75,45,58,0,0
7411,0,0,26,1,2114,143,218,0,1
7413,0,0,28,1,96,45,27,0,1
7414,0,0,21,2,88,34,46,0,1
7415,0,0,24,2,276,73,146,0,1
7416,0,0,24,2,118,43,86,0,1
7417,0,0,31,2,313,37,841,0,0
7419,0,0,42,1,689,72,121,0,0
7420,0,0,26,2,532,60,193,0,1
7421,0,0,24,2,394,77,219,0,0
7424,1,0,49,1,404,27,139,1,0
7425,0,0,28,1,674,68,123,0,0
7427,0,1,30,2,472,246,270,0,0
7428,0,0,29,2,930,47,290,0,0
7429,0,0,35,2,211,101,146,0,0
7430,0,0,32,1,580,94,88,0,0
7431,0,0,33,1,225,63,112,0,1
7432,0,0,30,1,165,46,66,0,1
7433,0,0,32,1,163,130,99,0,1
7434,0,0,25,2,636,108,319,0,0
7435,0,0,32,2,195,136,149,0,1
7436,0,0,32,1,637,102,157,0,0
7437,0,0,39,1,95,32,51,0,0
